img1,img2,label,score
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\044\044_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\044\044_3.bmp,1,0.380079648
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\044\044_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\044\044_4.bmp,1,0.247101526
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\044\044_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\044\044_4.bmp,1,0.434082887
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_1.bmp,1,0.180101036
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_2.bmp,1,0.918519583
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_3.bmp,1,0.402084602
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_4.bmp,1,0.560029008
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_2.bmp,1,0.929517133
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_3.bmp,1,0.430266543
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_4.bmp,1,0.467693177
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_3.bmp,1,0.602998487
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_4.bmp,1,0.730999755
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\302\302_4.bmp,1,0.50810918
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_1.bmp,1,0.404505129
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_2.bmp,1,0.364234868
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_3.bmp,1,0.941140843
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_4.bmp,1,0.378761795
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_2.bmp,1,0.503047496
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_3.bmp,1,0.916484253
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_4.bmp,1,0.523900372
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_3.bmp,1,0.942949725
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_4.bmp,1,0.432940349
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\216\216_4.bmp,1,0.856062779
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_1.bmp,1,0.111392208
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_2.bmp,1,0.091697006
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_3.bmp,1,0.542102035
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_4.bmp,1,0.171206941
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_2.bmp,1,0.085741277
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_3.bmp,1,0.45528059
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_4.bmp,1,0.229046816
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_3.bmp,1,0.482569809
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_4.bmp,1,0.168506544
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\016\016_4.bmp,1,0.599702944
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_1.bmp,1,0.223381709
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_2.bmp,1,0.178405792
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_3.bmp,1,0.310108037
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_4.bmp,1,0.869088602
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_2.bmp,1,0.286650772
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_3.bmp,1,0.125463008
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_4.bmp,1,0.891328452
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_3.bmp,1,0.317389371
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_4.bmp,1,0.820916591
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\015\015_4.bmp,1,0.875384473
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_1.bmp,1,0.122563008
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_2.bmp,1,0.183987886
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_3.bmp,1,0.194214332
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_4.bmp,1,0.274287755
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_2.bmp,1,0.179334477
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_3.bmp,1,0.168729253
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_4.bmp,1,0.171448365
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_3.bmp,1,0.191425844
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_4.bmp,1,0.221796272
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\047\047_4.bmp,1,0.091093748
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_1.bmp,1,0.185974179
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_2.bmp,1,0.406135604
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_3.bmp,1,0.250033905
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_4.bmp,1,0.281423218
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_2.bmp,1,0.430828772
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_3.bmp,1,0.34534519
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_4.bmp,1,0.365377008
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_3.bmp,1,0.59159238
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_4.bmp,1,0.487931058
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\111\111_4.bmp,1,0.249871303
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_1.bmp,1,0.742142662
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_2.bmp,1,0.798203325
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_3.bmp,1,0.647057513
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_4.bmp,1,0.807463755
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_2.bmp,1,0.266561105
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_3.bmp,1,0.399865805
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_4.bmp,1,0.153489488
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_3.bmp,1,0.373447245
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_4.bmp,1,0.348391047
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\119\119_4.bmp,1,0.506650496
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_1.bmp,1,0.197731499
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_2.bmp,1,0.948058914
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_3.bmp,1,0.667577731
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_4.bmp,1,0.703995816
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_2.bmp,1,0.940133037
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_3.bmp,1,0.6919099
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_4.bmp,1,0.657266417
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_3.bmp,1,0.539761864
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_4.bmp,1,0.755961883
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\258\258_4.bmp,1,0.503878671
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_1.bmp,1,0.518934566
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_2.bmp,1,0.498606225
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_3.bmp,1,0.527906739
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_4.bmp,1,0.547635252
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_2.bmp,1,0.170852677
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_3.bmp,1,0.412748778
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_4.bmp,1,0.495914408
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_3.bmp,1,0.374658595
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_4.bmp,1,0.435921643
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\308\308_4.bmp,1,0.291212359
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_1.bmp,1,0.196684267
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_2.bmp,1,0.112964071
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_3.bmp,1,0.192843508
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_4.bmp,1,0.175348532
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_2.bmp,1,0.266164292
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_3.bmp,1,0.266558949
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_4.bmp,1,0.159539096
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_3.bmp,1,0.204191023
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_4.bmp,1,0.233231999
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\013\013_4.bmp,1,0.320941523
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_1.bmp,1,0.308637973
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_2.bmp,1,0.359661501
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_3.bmp,1,0.29392283
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_4.bmp,1,0.227538647
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_2.bmp,1,0.307966919
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_3.bmp,1,0.317942412
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_4.bmp,1,0.295319677
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_3.bmp,1,0.112408065
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_4.bmp,1,0.26644193
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\287\287_4.bmp,1,0.187338838
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_1.bmp,1,0.660250644
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_2.bmp,1,0.630855794
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_3.bmp,1,0.325977462
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_4.bmp,1,0.324041022
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_2.bmp,1,0.316628658
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_3.bmp,1,0.681416788
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_4.bmp,1,0.438088729
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_3.bmp,1,0.128465441
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_4.bmp,1,0.531973558
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\101\101_4.bmp,1,0.316954307
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_1.bmp,1,0.314286748
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_2.bmp,1,0.626501338
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_3.bmp,1,0.874118043
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_4.bmp,1,0.889311072
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_2.bmp,1,0.466607119
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_3.bmp,1,0.854876568
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_1.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_4.bmp,1,0.854779758
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_3.bmp,1,0.795530237
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_2.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_4.bmp,1,0.826203815
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_3.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\366\366_4.bmp,1,0.541534449
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\332\332_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\332\332_1.bmp,1,0.299647695
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\332\332_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\332\332_2.bmp,1,0.418357141
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\332\332_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\332\332_3.bmp,1,0.327864657
D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\332\332_0.bmp,D:\BiometricsProject\318172467\Data\Face\CASIA-FaceV5(BMP)\332\332_4.bmp,1,0.48822001
